"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","overtimes","attendance","game_remarks"
"201710210HOU",2017-10-21,"8:00p","Dallas Mavericks",91,"Houston Rockets",107,"",18055,""
"201710210LAC",2017-10-21,"10:30p","Phoenix Suns",88,"Los Angeles Clippers",130,"",19068,""
"201710210MEM",2017-10-21,"8:00p","Golden State Warriors",101,"Memphis Grizzlies",111,"",17794,""
"201710210MIA",2017-10-21,"8:00p","Indiana Pacers",108,"Miami Heat",112,"",19600,""
"201710210MIL",2017-10-21,"8:30p","Portland Trail Blazers",110,"Milwaukee Bucks",113,"",16211,""
"201710210NYK",2017-10-21,"8:00p","Detroit Pistons",111,"New York Knicks",107,"",19812,""
"201710210TOR",2017-10-21,"7:30p","Philadelphia 76ers",94,"Toronto Raptors",128,"",19800,""
"201710210UTA",2017-10-21,"9:00p","Oklahoma City Thunder",87,"Utah Jazz",96,"",18300,""
"201710220BRK",2017-10-22,"3:30p","Atlanta Hawks",104,"Brooklyn Nets",116,"",13917,""
"201710220LAL",2017-10-22,"9:30p","New Orleans Pelicans",119,"Los Angeles Lakers",112,"",18997,""
"201710220OKC",2017-10-22,"7:00p","Minnesota Timberwolves",115,"Oklahoma City Thunder",113,"",18203,""
"201710230DAL",2017-10-23,"8:30p","Golden State Warriors",133,"Dallas Mavericks",103,"",19875,""
"201710230DEN",2017-10-23,"9:00p","Washington Wizards",109,"Denver Nuggets",104,"",14294,""
"201710230DET",2017-10-23,"7:00p","Philadelphia 76ers",97,"Detroit Pistons",86,"",13709,""
"201710230HOU",2017-10-23,"8:00p","Memphis Grizzlies",98,"Houston Rockets",90,"",17129,""
"201710230MIA",2017-10-23,"7:30p","Atlanta Hawks",93,"Miami Heat",104,"",19600,""
"201710230MIL",2017-10-23,"8:00p","Charlotte Hornets",94,"Milwaukee Bucks",103,"",12887,""
"201710230PHO",2017-10-23,"10:00p","Sacramento Kings",115,"Phoenix Suns",117,"",14903,""
"201710230SAS",2017-10-23,"8:30p","Toronto Raptors",97,"San Antonio Spurs",101,"",18418,""
"201710240BOS",2017-10-24,"7:30p","New York Knicks",89,"Boston Celtics",110,"",18624,""
"201710240CLE",2017-10-24,"7:00p","Chicago Bulls",112,"Cleveland Cavaliers",119,"",20562,""
"201710240LAC",2017-10-24,"10:30p","Utah Jazz",84,"Los Angeles Clippers",102,"",16607,""
"201710240MIN",2017-10-24,"8:00p","Indiana Pacers",130,"Minnesota Timberwolves",107,"",14353,""
"201710240ORL",2017-10-24,"7:00p","Brooklyn Nets",121,"Orlando Magic",125,"",16015,""
"201710240POR",2017-10-24,"10:00p","New Orleans Pelicans",93,"Portland Trail Blazers",103,"",19446,""
"201710250BRK",2017-10-25,"7:30p","Cleveland Cavaliers",107,"Brooklyn Nets",112,"",17732,""
"201710250CHO",2017-10-25,"7:00p","Denver Nuggets",93,"Charlotte Hornets",110,"",14253,""
"201710250DAL",2017-10-25,"8:30p","Memphis Grizzlies",94,"Dallas Mavericks",103,"",19674,""
"201710250DET",2017-10-25,"7:00p","Minnesota Timberwolves",101,"Detroit Pistons",122,"",13790,""
"201710250GSW",2017-10-25,"10:30p","Toronto Raptors",112,"Golden State Warriors",117,"",19596,""
"201710250LAL",2017-10-25,"10:30p","Washington Wizards",99,"Los Angeles Lakers",102,"OT",18996,""
"201710250MIA",2017-10-25,"8:00p","San Antonio Spurs",117,"Miami Heat",100,"",19600,""
"201710250OKC",2017-10-25,"8:00p","Indiana Pacers",96,"Oklahoma City Thunder",114,"",18203,""
"201710250PHI",2017-10-25,"7:00p","Houston Rockets",105,"Philadelphia 76ers",104,"",20682,""
"201710250PHO",2017-10-25,"10:00p","Utah Jazz",88,"Phoenix Suns",97,"",16022,""
"201710260CHI",2017-10-26,"8:00p","Atlanta Hawks",86,"Chicago Bulls",91,"",21104,""
"201710260MEM",2017-10-26,"8:00p","Dallas Mavericks",91,"Memphis Grizzlies",96,"",15839,""
"201710260MIL",2017-10-26,"8:00p","Boston Celtics",96,"Milwaukee Bucks",89,"",11046,""
"201710260POR",2017-10-26,"10:00p","Los Angeles Clippers",104,"Portland Trail Blazers",103,"",18694,""
"201710260SAC",2017-10-26,"10:30p","New Orleans Pelicans",114,"Sacramento Kings",106,"",17583,""
"201710270ATL",2017-10-27,"7:30p","Denver Nuggets",105,"Atlanta Hawks",100,"",16220,""
"201710270CHO",2017-10-27,"7:00p","Houston Rockets",109,"Charlotte Hornets",93,"",17339,""
"201710270GSW",2017-10-27,"10:30p","Washington Wizards",117,"Golden State Warriors",120,"",19596,""
"201710270LAL",2017-10-27,"10:30p","Toronto Raptors",101,"Los Angeles Lakers",92,"",17876,""
"201710270MIN",2017-10-27,"8:00p","Oklahoma City Thunder",116,"Minnesota Timberwolves",119,"",17620,""
"201710270NYK",2017-10-27,"7:30p","Brooklyn Nets",86,"New York Knicks",107,"",19812,""
"201710270ORL",2017-10-27,"7:00p","San Antonio Spurs",87,"Orlando Magic",114,"",17337,""
"201710280CHI",2017-10-28,"8:00p","Oklahoma City Thunder",101,"Chicago Bulls",69,"",21706,""
"201710280DAL",2017-10-28,"8:30p","Philadelphia 76ers",112,"Dallas Mavericks",110,"",19567,""
"201710280LAC",2017-10-28,"10:30p","Detroit Pistons",95,"Los Angeles Clippers",87,"",17247,""
"201710280MEM",2017-10-28,"8:00p","Houston Rockets",89,"Memphis Grizzlies",103,"",17033,""
"201710280MIA",2017-10-28,"8:00p","Boston Celtics",96,"Miami Heat",90,"",19600,""
"201710280NOP",2017-10-28,"7:00p","Cleveland Cavaliers",101,"New Orleans Pelicans",123,"",18539,""
"201710280POR",2017-10-28,"10:00p","Phoenix Suns",107,"Portland Trail Blazers",114,"",19343,""
"201710280UTA",2017-10-28,"9:00p","Los Angeles Lakers",81,"Utah Jazz",96,"",18306,""
"201710290ATL",2017-10-29,"3:30p","Milwaukee Bucks",117,"Atlanta Hawks",106,"",14014,""
"201710290BRK",2017-10-29,"6:00p","Denver Nuggets",124,"Brooklyn Nets",111,"",14854,""
"201710290CHO",2017-10-29,"6:00p","Orlando Magic",113,"Charlotte Hornets",120,"",15531,""
"201710290CLE",2017-10-29,"7:00p","New York Knicks",114,"Cleveland Cavaliers",95,"",20562,""
"201710290GSW",2017-10-29,"8:30p","Detroit Pistons",115,"Golden State Warriors",107,"",19596,""
"201710290IND",2017-10-29,"4:30p","San Antonio Spurs",94,"Indiana Pacers",97,"",15013,""
"201710290SAC",2017-10-29,"6:00p","Washington Wizards",110,"Sacramento Kings",83,"",17583,""
"201710300BOS",2017-10-30,"7:30p","San Antonio Spurs",94,"Boston Celtics",108,"",18624,""
"201710300HOU",2017-10-30,"8:00p","Philadelphia 76ers",115,"Houston Rockets",107,"",16714,""
"201710300LAC",2017-10-30,"10:30p","Golden State Warriors",141,"Los Angeles Clippers",113,"",19068,""
"201710300MEM",2017-10-30,"8:00p","Charlotte Hornets",104,"Memphis Grizzlies",99,"",15771,""
"201710300MIA",2017-10-30,"7:30p","Minnesota Timberwolves",125,"Miami Heat",122,"OT",19600,""
"201710300NOP",2017-10-30,"8:00p","Orlando Magic",115,"New Orleans Pelicans",99,"",14004,""
"201710300NYK",2017-10-30,"7:30p","Denver Nuggets",110,"New York Knicks",116,"",19812,""
"201710300POR",2017-10-30,"10:00p","Toronto Raptors",99,"Portland Trail Blazers",85,"",18505,""
"201710300UTA",2017-10-30,"9:00p","Dallas Mavericks",89,"Utah Jazz",104,"",16221,""
"201710310BRK",2017-10-31,"7:30p","Phoenix Suns",122,"Brooklyn Nets",114,"",12936,""
"201710310IND",2017-10-31,"7:00p","Sacramento Kings",83,"Indiana Pacers",101,"",12245,""
"201710310LAL",2017-10-31,"10:30p","Detroit Pistons",93,"Los Angeles Lakers",113,"",17569,""
"201710310MIL",2017-10-31,"8:00p","Oklahoma City Thunder",110,"Milwaukee Bucks",91,"",16713,""
"201711010BOS",2017-11-01,"7:30p","Sacramento Kings",86,"Boston Celtics",113,"",18624,""
"201711010CHO",2017-11-01,"7:00p","Milwaukee Bucks",121,"Charlotte Hornets",126,"",15655,""
"201711010CLE",2017-11-01,"7:00p","Indiana Pacers",124,"Cleveland Cavaliers",107,"",20562,""
"201711010DEN",2017-11-01,"9:00p","Toronto Raptors",111,"Denver Nuggets",129,"",14072,""
"201711010LAC",2017-11-01,"10:30p","Dallas Mavericks",98,"Los Angeles Clippers",119,"",13487,""
"201711010MEM",2017-11-01,"8:00p","Orlando Magic",101,"Memphis Grizzlies",99,"",15434,""
"201711010MIA",2017-11-01,"7:30p","Chicago Bulls",91,"Miami Heat",97,"",19600,""
"201711010NOP",2017-11-01,"8:00p","Minnesota Timberwolves",104,"New Orleans Pelicans",98,"",14788,""
"201711010NYK",2017-11-01,"8:00p","Houston Rockets",119,"New York Knicks",97,"",18320,""
"201711010PHI",2017-11-01,"7:00p","Atlanta Hawks",109,"Philadelphia 76ers",119,"",20549,""
"201711010UTA",2017-11-01,"9:00p","Portland Trail Blazers",103,"Utah Jazz",112,"OT",16685,""
"201711010WAS",2017-11-01,"7:00p","Phoenix Suns",122,"Washington Wizards",116,"",14790,""
"201711020POR",2017-11-02,"10:30p","Los Angeles Lakers",110,"Portland Trail Blazers",113,"",19469,""
"201711020SAS",2017-11-02,"8:00p","Golden State Warriors",112,"San Antonio Spurs",92,"",18418,""
"201711030ATL",2017-11-03,"7:30p","Houston Rockets",119,"Atlanta Hawks",104,"",14087,""
"201711030DAL",2017-11-03,"8:30p","New Orleans Pelicans",99,"Dallas Mavericks",94,"",19894,""
"201711030DEN",2017-11-03,"9:00p","Miami Heat",94,"Denver Nuggets",95,"",15317,""
"201711030DET",2017-11-03,"7:00p","Milwaukee Bucks",96,"Detroit Pistons",105,"",17207,""
"201711030LAL",2017-11-03,"10:30p","Brooklyn Nets",112,"Los Angeles Lakers",124,"",18997,""
"201711030NYK",2017-11-03,"7:30p","Phoenix Suns",107,"New York Knicks",120,"",19404,""
"201711030OKC",2017-11-03,"9:30p","Boston Celtics",101,"Oklahoma City Thunder",94,"",18203,""
"201711030ORL",2017-11-03,"7:00p","Chicago Bulls",105,"Orlando Magic",83,"",19171,""
"201711030PHI",2017-11-03,"7:00p","Indiana Pacers",110,"Philadelphia 76ers",121,"",20668,""
"201711030SAS",2017-11-03,"8:30p","Charlotte Hornets",101,"San Antonio Spurs",108,"",18418,""
"201711030UTA",2017-11-03,"9:00p","Toronto Raptors",109,"Utah Jazz",100,"",16258,""
"201711030WAS",2017-11-03,"7:00p","Cleveland Cavaliers",130,"Washington Wizards",122,"",20356,""
"201711040CHI",2017-11-04,"8:00p","New Orleans Pelicans",96,"Chicago Bulls",90,"OT",21254,""
"201711040DEN",2017-11-04,"9:00p","Golden State Warriors",127,"Denver Nuggets",108,"",19711,""
"201711040DET",2017-11-04,"7:00p","Sacramento Kings",99,"Detroit Pistons",108,"",17683,""
"201711040LAC",2017-11-04,"3:30p","Memphis Grizzlies",113,"Los Angeles Clippers",104,"",14777,""
"201711040MIN",2017-11-04,"8:00p","Dallas Mavericks",99,"Minnesota Timberwolves",112,"",16837,""
"201711050CLE",2017-11-05,"3:00p","Atlanta Hawks",117,"Cleveland Cavaliers",115,"",20562,""
"201711050HOU",2017-11-05,"7:00p","Utah Jazz",110,"Houston Rockets",137,"",16914,""
"201711050LAC",2017-11-05,"3:30p","Miami Heat",104,"Los Angeles Clippers",101,"",15676,""
"201711050LAL",2017-11-05,"9:30p","Memphis Grizzlies",102,"Los Angeles Lakers",107,"",18997,""
"201711050MIN",2017-11-05,"8:00p","Charlotte Hornets",94,"Minnesota Timberwolves",112,"",14124,""
"201711050NYK",2017-11-05,"7:30p","Indiana Pacers",101,"New York Knicks",108,"",17889,""
"201711050ORL",2017-11-05,"6:00p","Boston Celtics",104,"Orlando Magic",88,"",17731,""
"201711050POR",2017-11-05,"9:00p","Oklahoma City Thunder",99,"Portland Trail Blazers",103,"",19393,""
"201711050SAS",2017-11-05,"7:00p","Phoenix Suns",95,"San Antonio Spurs",112,"",18038,""
"201711050TOR",2017-11-05,"6:00p","Washington Wizards",107,"Toronto Raptors",96,"",19800,""
"201711060ATL",2017-11-06,"7:30p","Boston Celtics",110,"Atlanta Hawks",107,"",13215,""
"201711060GSW",2017-11-06,"10:30p","Miami Heat",80,"Golden State Warriors",97,"",19596,""
"201711060PHO",2017-11-06,"9:00p","Brooklyn Nets",98,"Phoenix Suns",92,"",15905,""
"201711070CLE",2017-11-07,"7:00p","Milwaukee Bucks",119,"Cleveland Cavaliers",124,"",20562,""
"201711070DEN",2017-11-07,"9:00p","Brooklyn Nets",104,"Denver Nuggets",112,"",14058,""
"201711070IND",2017-11-07,"7:00p","New Orleans Pelicans",117,"Indiana Pacers",112,"",15014,""
"201711070NYK",2017-11-07,"7:30p","Charlotte Hornets",113,"New York Knicks",118,"",18704,""
"201711070POR",2017-11-07,"10:00p","Memphis Grizzlies",98,"Portland Trail Blazers",97,"",18692,""
"201711070SAC",2017-11-07,"10:00p","Oklahoma City Thunder",86,"Sacramento Kings",94,"",17583,""
"201711070SAS",2017-11-07,"8:30p","Los Angeles Clippers",107,"San Antonio Spurs",120,"",18418,""
"201711070TOR",2017-11-07,"7:30p","Chicago Bulls",114,"Toronto Raptors",119,"",19800,""
"201711070UTA",2017-11-07,"9:00p","Philadelphia 76ers",104,"Utah Jazz",97,"",16063,""
"201711070WAS",2017-11-07,"7:00p","Dallas Mavericks",113,"Washington Wizards",99,"",14505,""
"201711080BOS",2017-11-08,"8:00p","Los Angeles Lakers",96,"Boston Celtics",107,"",18624,""
"201711080DET",2017-11-08,"7:00p","Indiana Pacers",97,"Detroit Pistons",114,"",14407,""
"201711080GSW",2017-11-08,"10:30p","Minnesota Timberwolves",101,"Golden State Warriors",125,"",19596,""
"201711080ORL",2017-11-08,"7:00p","New York Knicks",99,"Orlando Magic",112,"",18803,""
"201711080PHO",2017-11-08,"9:00p","Miami Heat",126,"Phoenix Suns",115,"",16500,""
"201711090DEN",2017-11-09,"10:30p","Oklahoma City Thunder",94,"Denver Nuggets",102,"",19520,""
"201711090HOU",2017-11-09,"8:00p","Cleveland Cavaliers",113,"Houston Rockets",117,"",18055,""
"201711090SAC",2017-11-09,"10:00p","Philadelphia 76ers",108,"Sacramento Kings",109,"",17583,""
"201711090TOR",2017-11-09,"7:30p","New Orleans Pelicans",118,"Toronto Raptors",122,"",19800,""
"201711090WAS",2017-11-09,"7:00p","Los Angeles Lakers",95,"Washington Wizards",111,"",20356,""
"201711100BOS",2017-11-10,"7:30p","Charlotte Hornets",87,"Boston Celtics",90,"",18624,""
"201711100CHI",2017-11-10,"8:00p","Indiana Pacers",105,"Chicago Bulls",87,"",22416,""
"201711100DET",2017-11-10,"7:00p","Atlanta Hawks",104,"Detroit Pistons",111,"",16687,""
"201711100OKC",2017-11-10,"9:00p","Los Angeles Clippers",111,"Oklahoma City Thunder",120,"",18203,""
"201711100PHO",2017-11-10,"9:00p","Orlando Magic",128,"Phoenix Suns",112,"",16507,""
"201711100POR",2017-11-10,"10:00p","Brooklyn Nets",101,"Portland Trail Blazers",97,"",19393,""
"201711100SAS",2017-11-10,"9:00p","Milwaukee Bucks",94,"San Antonio Spurs",87,"",18418,""
"201711100UTA",2017-11-10,"9:00p","Miami Heat",84,"Utah Jazz",74,"",18306,""
"201711110DAL",2017-11-11,"8:30p","Cleveland Cavaliers",111,"Dallas Mavericks",104,"",20378,""
"201711110DEN",2017-11-11,"9:00p","Orlando Magic",107,"Denver Nuggets",125,"",16688,""
"201711110GSW",2017-11-11,"8:30p","Philadelphia 76ers",114,"Golden State Warriors",135,"",19596,""
"201711110HOU",2017-11-11,"8:00p","Memphis Grizzlies",96,"Houston Rockets",111,"",18055,""
"201711110MIL",2017-11-11,"8:30p","Los Angeles Lakers",90,"Milwaukee Bucks",98,"",18717,""
"201711110NOP",2017-11-11,"7:00p","Los Angeles Clippers",103,"New Orleans Pelicans",111,"",17624,""
"201711110NYK",2017-11-11,"8:00p","Sacramento Kings",91,"New York Knicks",118,"",19812,""
"201711110PHO",2017-11-11,"9:00p","Minnesota Timberwolves",110,"Phoenix Suns",118,"",16910,""
"201711110SAS",2017-11-11,"8:30p","Chicago Bulls",94,"San Antonio Spurs",133,"",18418,""
"201711110UTA",2017-11-11,"9:00p","Brooklyn Nets",106,"Utah Jazz",114,"",17413,""
"201711110WAS",2017-11-11,"7:00p","Atlanta Hawks",94,"Washington Wizards",113,"",17260,""
"201711120BOS",2017-11-12,"3:30p","Toronto Raptors",94,"Boston Celtics",95,"",18624,""
"201711120DET",2017-11-12,"4:00p","Miami Heat",103,"Detroit Pistons",112,"",16236,""
"201711120IND",2017-11-12,"6:00p","Houston Rockets",118,"Indiana Pacers",95,"",15581,""
"201711120OKC",2017-11-12,"7:00p","Dallas Mavericks",99,"Oklahoma City Thunder",112,"",18203,""
"201711130GSW",2017-11-13,"10:30p","Orlando Magic",100,"Golden State Warriors",110,"",19596,""
"201711130LAC",2017-11-13,"10:30p","Philadelphia 76ers",109,"Los Angeles Clippers",105,"",19068,""
"201711130MIL",2017-11-13,"8:00p","Memphis Grizzlies",103,"Milwaukee Bucks",110,"",13244,""
"201711130NOP",2017-11-13,"8:00p","Atlanta Hawks",105,"New Orleans Pelicans",106,"",14631,""
"201711130NYK",2017-11-13,"7:30p","Cleveland Cavaliers",104,"New York Knicks",101,"",19812,""
"201711130PHO",2017-11-13,"9:00p","Los Angeles Lakers",100,"Phoenix Suns",93,"",17533,""
"201711130POR",2017-11-13,"10:00p","Denver Nuggets",82,"Portland Trail Blazers",99,"",18895,""
"201711130UTA",2017-11-13,"9:00p","Minnesota Timberwolves",109,"Utah Jazz",98,"",17236,""
"201711130WAS",2017-11-13,"7:00p","Sacramento Kings",92,"Washington Wizards",110,"",14660,""
"201711140BRK",2017-11-14,"7:30p","Boston Celtics",109,"Brooklyn Nets",102,"",17732,""
"201711140DAL",2017-11-14,"8:30p","San Antonio Spurs",97,"Dallas Mavericks",91,"",19535,""
"201711140HOU",2017-11-14,"8:00p","Toronto Raptors",129,"Houston Rockets",113,"",18055,""
"201711150ATL",2017-11-15,"7:30p","Sacramento Kings",80,"Atlanta Hawks",126,"",13860,""
"201711150CHO",2017-11-15,"8:00p","Cleveland Cavaliers",115,"Charlotte Hornets",107,"",19427,""
"201711150LAL",2017-11-15,"10:30p","Philadelphia 76ers",115,"Los Angeles Lakers",109,"",18997,""
"201711150MEM",2017-11-15,"8:00p","Indiana Pacers",116,"Memphis Grizzlies",113,"",16033,""
"201711150MIA",2017-11-15,"7:30p","Washington Wizards",102,"Miami Heat",93,"",19600,""
"201711150MIL",2017-11-15,"8:00p","Detroit Pistons",95,"Milwaukee Bucks",99,"",14594,""
"201711150MIN",2017-11-15,"8:00p","San Antonio Spurs",86,"Minnesota Timberwolves",98,"",18978,""
"201711150NOP",2017-11-15,"8:00p","Toronto Raptors",125,"New Orleans Pelicans",116,"",15654,""
"201711150NYK",2017-11-15,"7:30p","Utah Jazz",101,"New York Knicks",106,"",18695,""
"201711150OKC",2017-11-15,"8:00p","Chicago Bulls",79,"Oklahoma City Thunder",92,"",18203,""
"201711150POR",2017-11-15,"10:00p","Orlando Magic",94,"Portland Trail Blazers",99,"",19206,""
"201711160BOS",2017-11-16,"8:00p","Golden State Warriors",88,"Boston Celtics",92,"",18624,""
"201711160PHO",2017-11-16,"10:30p","Houston Rockets",142,"Phoenix Suns",116,"",16875,""
"201711170BRK",2017-11-17,"7:30p","Utah Jazz",107,"Brooklyn Nets",118,"",14495,""
"201711170CHI",2017-11-17,"8:00p","Charlotte Hornets",120,"Chicago Bulls",123,"",20493,""
"201711170CLE",2017-11-17,"7:30p","Los Angeles Clippers",113,"Cleveland Cavaliers",118,"OT",20562,""
"201711170DAL",2017-11-17,"8:30p","Minnesota Timberwolves",111,"Dallas Mavericks",87,"",19459,""
"201711170DEN",2017-11-17,"10:30p","New Orleans Pelicans",114,"Denver Nuggets",146,"",16816,""
"201711170IND",2017-11-17,"7:00p","Detroit Pistons",100,"Indiana Pacers",107,"",17188,""
"201711170LAL",2017-11-17,"10:30p","Phoenix Suns",122,"Los Angeles Lakers",113,"",18997,""
"201711170SAC",2017-11-17,"10:00p","Portland Trail Blazers",82,"Sacramento Kings",86,"",17583,""
"201711170SAS",2017-11-17,"8:00p","Oklahoma City Thunder",101,"San Antonio Spurs",104,"",18418,""
"201711170TOR",2017-11-17,"7:30p","New York Knicks",84,"Toronto Raptors",107,"",19800,""
"201711170WAS",2017-11-17,"7:00p","Miami Heat",91,"Washington Wizards",88,"",17551,""
"201711180ATL",2017-11-18,"7:30p","Boston Celtics",110,"Atlanta Hawks",99,"",16381,""
"201711180CHO",2017-11-18,"7:00p","Los Angeles Clippers",87,"Charlotte Hornets",102,"",17640,""
"201711180DAL",2017-11-18,"9:00p","Milwaukee Bucks",79,"Dallas Mavericks",111,"",19949,""
"201711180MEM",2017-11-18,"8:00p","Houston Rockets",105,"Memphis Grizzlies",83,"",17266,""
"201711180ORL",2017-11-18,"7:00p","Utah Jazz",125,"Orlando Magic",85,"",19157,""
"201711180PHI",2017-11-18,"7:30p","Golden State Warriors",124,"Philadelphia 76ers",116,"",20848,""
"201711180POR",2017-11-18,"10:00p","Sacramento Kings",90,"Portland Trail Blazers",102,"",19522,""
"201711190BRK",2017-11-19,"6:00p","Golden State Warriors",118,"Brooklyn Nets",111,"",17732,""
"201711190LAL",2017-11-19,"9:30p","Denver Nuggets",109,"Los Angeles Lakers",127,"",18997,""
"201711190MIA",2017-11-19,"5:00p","Indiana Pacers",120,"Miami Heat",95,"",19600,""
"201711190MIN",2017-11-19,"7:00p","Detroit Pistons",100,"Minnesota Timberwolves",97,"",16069,""
"201711190PHO",2017-11-19,"8:00p","Chicago Bulls",105,"Phoenix Suns",113,"",16264,""
"201711190TOR",2017-11-19,"3:30p","Washington Wizards",91,"Toronto Raptors",100,"",19800,""
"201711200CHO",2017-11-20,"7:00p","Minnesota Timberwolves",102,"Charlotte Hornets",118,"",15978,""
"201711200DAL",2017-11-20,"8:30p","Boston Celtics",110,"Dallas Mavericks",102,"OT",20302,""
"201711200DET",2017-11-20,"7:00p","Cleveland Cavaliers",116,"Detroit Pistons",88,"",20491,""
"201711200MEM",2017-11-20,"8:00p","Portland Trail Blazers",100,"Memphis Grizzlies",92,"",15785,""
"201711200MIL",2017-11-20,"8:00p","Washington Wizards",99,"Milwaukee Bucks",88,"",16122,""
"201711200NOP",2017-11-20,"8:00p","Oklahoma City Thunder",107,"New Orleans Pelicans",114,"",16765,""
"201711200NYK",2017-11-20,"7:30p","Los Angeles Clippers",85,"New York Knicks",107,"",18848,""
"201711200ORL",2017-11-20,"7:00p","Indiana Pacers",105,"Orlando Magic",97,"",17239,""
"201711200PHI",2017-11-20,"7:00p","Utah Jazz",86,"Philadelphia 76ers",107,"",20587,""
"201711200SAC",2017-11-20,"10:00p","Denver Nuggets",114,"Sacramento Kings",98,"",17583,""
"201711200SAS",2017-11-20,"8:30p","Atlanta Hawks",85,"San Antonio Spurs",96,"",18418,""
"201711210LAL",2017-11-21,"10:30p","Chicago Bulls",94,"Los Angeles Lakers",103,"",18997,""
"201711220ATL",2017-11-22,"7:30p","Los Angeles Clippers",116,"Atlanta Hawks",103,"",12675,""
"201711220CHO",2017-11-22,"7:00p","Washington Wizards",124,"Charlotte Hornets",129,"OT",16041,""
"201711220CLE",2017-11-22,"7:00p","Brooklyn Nets",109,"Cleveland Cavaliers",119,"",20562,""
"201711220HOU",2017-11-22,"8:00p","Denver Nuggets",95,"Houston Rockets",125,"",18055,""
"201711220MEM",2017-11-22,"8:00p","Dallas Mavericks",95,"Memphis Grizzlies",94,"",16101,""
"201711220MIA",2017-11-22,"7:30p","Boston Celtics",98,"Miami Heat",104,"",19704,""
"201711220MIN",2017-11-22,"8:00p","Orlando Magic",118,"Minnesota Timberwolves",124,"",16402,""
"201711220NOP",2017-11-22,"8:00p","San Antonio Spurs",90,"New Orleans Pelicans",107,"",17539,""
"201711220NYK",2017-11-22,"7:30p","Toronto Raptors",100,"New York Knicks",108,"",19812,""
"201711220OKC",2017-11-22,"8:00p","Golden State Warriors",91,"Oklahoma City Thunder",108,"",18203,""
"201711220PHI",2017-11-22,"7:00p","Portland Trail Blazers",81,"Philadelphia 76ers",101,"",20605,""
"201711220PHO",2017-11-22,"9:00p","Milwaukee Bucks",113,"Phoenix Suns",107,"OT",16270,""
"201711220SAC",2017-11-22,"10:30p","Los Angeles Lakers",102,"Sacramento Kings",113,"",17583,""
"201711220UTA",2017-11-22,"9:00p","Chicago Bulls",80,"Utah Jazz",110,"",17434,""
"201711240ATL",2017-11-24,"7:30p","New York Knicks",104,"Atlanta Hawks",116,"",14355,""
"201711240BOS",2017-11-24,"7:30p","Orlando Magic",103,"Boston Celtics",118,"",18624,""
"201711240BRK",2017-11-24,"12:00p","Portland Trail Blazers",127,"Brooklyn Nets",125,"",15246,""
"201711240CLE",2017-11-24,"8:00p","Charlotte Hornets",99,"Cleveland Cavaliers",100,"",20562,""
"201711240DEN",2017-11-24,"9:00p","Memphis Grizzlies",92,"Denver Nuggets",104,"",16736,""
"201711240GSW",2017-11-24,"10:30p","Chicago Bulls",94,"Golden State Warriors",143,"",19596,""
"201711240IND",2017-11-24,"8:00p","Toronto Raptors",104,"Indiana Pacers",107,"",16523,""
"201711240MIN",2017-11-24,"8:00p","Miami Heat",109,"Minnesota Timberwolves",97,"",18978,""
"201711240OKC",2017-11-24,"8:00p","Detroit Pistons",99,"Oklahoma City Thunder",98,"",18203,""
"201711240PHO",2017-11-24,"9:00p","New Orleans Pelicans",115,"Phoenix Suns",91,"",16574,""
"201711250ATL",2017-11-25,"7:30p","Toronto Raptors",112,"Atlanta Hawks",78,"",12278,""
"201711250CHO",2017-11-25,"7:00p","San Antonio Spurs",106,"Charlotte Hornets",86,"",18597,""
"201711250DAL",2017-11-25,"8:30p","Oklahoma City Thunder",81,"Dallas Mavericks",97,"",20340,""
"201711250GSW",2017-11-25,"8:30p","New Orleans Pelicans",95,"Golden State Warriors",110,"",19596,""
"201711250HOU",2017-11-25,"8:00p","New York Knicks",102,"Houston Rockets",117,"",18055,""
"201711250IND",2017-11-25,"8:00p","Boston Celtics",108,"Indiana Pacers",98,"",16303,""
"201711250PHI",2017-11-25,"7:00p","Orlando Magic",111,"Philadelphia 76ers",130,"",20585,""
"201711250SAC",2017-11-25,"10:00p","Los Angeles Clippers",97,"Sacramento Kings",95,"",17583,""
"201711250UTA",2017-11-25,"9:00p","Milwaukee Bucks",108,"Utah Jazz",121,"",17298,""
"201711250WAS",2017-11-25,"7:00p","Portland Trail Blazers",108,"Washington Wizards",105,"",18092,""
"201711260CHI",2017-11-26,"3:30p","Miami Heat",100,"Chicago Bulls",93,"",20928,""
"201711260MEM",2017-11-26,"6:00p","Brooklyn Nets",98,"Memphis Grizzlies",88,"",14889,""
"201711260MIN",2017-11-26,"3:30p","Phoenix Suns",108,"Minnesota Timberwolves",119,"",16448,""
"201711270BOS",2017-11-27,"7:30p","Detroit Pistons",118,"Boston Celtics",108,"",18624,""
"201711270GSW",2017-11-27,"10:30p","Sacramento Kings",110,"Golden State Warriors",106,"",19596,""
"201711270HOU",2017-11-27,"8:00p","Brooklyn Nets",103,"Houston Rockets",117,"",16189,""
"201711270IND",2017-11-27,"7:00p","Orlando Magic",109,"Indiana Pacers",121,"",12501,""
"201711270LAC",2017-11-27,"10:30p","Los Angeles Lakers",115,"Los Angeles Clippers",120,"",18086,""
"201711270NYK",2017-11-27,"7:30p","Portland Trail Blazers",103,"New York Knicks",91,"",18409,""
"201711270PHI",2017-11-27,"7:00p","Cleveland Cavaliers",113,"Philadelphia 76ers",91,"",20527,""
